collocation,frequency1,frequency2,frequency,doc_freq,Words_in_dict,TF_IDF,TF-RIDF,NOUN_l,ADJF_l,ADJS_l,COMP_l,VERB_l,INFN_l,PRTF_l,GRND_l,NUMR_l,ADVB_l,NPRO_l,PRED_l,PREP_l,CONJ_l,PRCL_l,INTJ_l,None_l,NOUN_1,ADJF_1,ADJS_1,COMP_1,VERB_1,INFN_1,PRTF_1,GRND_1,NUMR_1,ADVB_1,NPRO_1,PRED_1,PREP_1,CONJ_1,PRCL_1,INTJ_1,None_1,NOUN_2,ADJF_2,ADJS_2,COMP_2,VERB_2,INFN_2,PRTF_2,GRND_2,NUMR_2,ADVB_2,NPRO_2,PRED_2,PREP_2,CONJ_2,PRCL_2,INTJ_2,None_2,NOUN_r,ADJF_r,ADJS_r,COMP_r,VERB_r,INFN_r,PRTF_r,GRND_r,NUMR_r,ADVB_r,NPRO_r,PRED_r,PREP_r,CONJ_r,PRCL_r,INTJ_r,None_r,MI,MI3,T-score,minimum-sens,log_dice,raw_freq,log_likehood,dice,chi_sq,pmi,jaccard,phi,mi_like,poison_stirling,student_t,Words Class,MY_COMBINATION,ALLA_COMBINATION,collections_kolichestvo,weirdness,cw,dw,otnosit_chastota,class
в они,27729,3343,143,0.6086956521739131,1,30.83077144852774,30.706784759906927,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.16119848490276098,14.48094115845954,1.2642050990532558,0.005157055789967183,-6.7634561486408025,1.3795577137969567e-06,0,0.0011911852293031567,0,0,0.0005959475566150178,0,0,0,1.0,1,-292303.30670937075,-487172.17784895125,4,1.1711046429840093,132.62228105391327,21.692216582713844,1,0
лишь один,346,4721,37,0.5217391304347826,0,10.454223828888818,6.86557013807046,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.03731112661167,14.45621785786957,5.712295886351398,0.007837322601143825,-6.0974627478935925,1.3795577137969567e-06,0,0.029850746268656716,0,0,0.015151515151515152,0,0,0,1.0,1,-597173.4786699569,-995289.1311165948,4,0.7001815335687185,113.37072488186423,13.66325577580748,0,0
применяться к,300,5170,43,0.2608695652173913,1,25.093793182259816,21.966509087647236,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.328860255227359,15.181389764631554,6.23113824620266,0.008317214700193424,-5.991060362977821,1.3795577137969567e-06,0,0.029850746268656716,0,0,0.015151515151515152,0,0,0,1.0,1,-457453.6854832163,-762422.8091386938,3,7.9865867828999635,109.64001427651212,40.111555829300926,1,1
к некоторый,5170,1704,21,0.43478260869565216,1,7.59628455636945,2.917663551232625,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7890219935740637,9.573656839131583,1.9304728582344728,0.004061895551257254,-7.354616713593537,1.3795577137969567e-06,0,0,0,0,0.0136986301369863,0,0,0,1.0,1,0.0,0.0,3,62.48329659562913,116.63733447994295,65.29565279759697,1,1
сводиться к,48,5170,43,0.5217391304347826,1,12.149503368708627,9.02221927409605,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.972716445002083,17.82524595440628,6.505230479806107,0.008317214700193424,-5.923016474115355,1.3795577137969567e-06,0,0.029850746268656716,0,0,0.015151515151515152,0,0,0,1.0,1,-254404.80756594185,-424008.01260990306,4,15.611789548474135,129.5753411710323,58.89337703778126,1,1
совпадать с,220,10637,141,0.6521739130434783,1,26.174757351629545,26.04138608118165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.448750696983434,19.727853401781022,11.602465282015693,0.013255617185296607,-5.266786540694901,1.3795577137969567e-06,0,0.029850746268656716,0,0,0.015151515151515152,0,0,0,1.0,1,-679006.5303451938,-1131677.550575323,4,20.770070890513836,134.55678019878727,66.30143238874562,1,1
с и,10637,19210,86,0.5652173913043478,1,21.30946559912503,20.41076805178454,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.7127460857414913,11.139783423662704,-21.123832877209963,0.004476834981780323,-7.439033554574317,1.3795577137969567e-06,0,0.00018802293879853342,0,0,9.40203083866115e-05,0,0,0,1.0,1,0.0,0.0,4,171.78991570276978,136.28784143825507,100.23997806090915,1,0
заменяться на,55,8849,24,0.2608695652173913,1,14.005838055214781,9.479979668738164,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.159666829161673,14.329591830603986,4.761925667828479,0.002712170866764606,-7.535275376620803,1.3795577137969567e-06,0,0,0,0,0.015151515151515152,0,0,0,1.0,1,0.0,0.0,4,0,110.35014842638148,66.18833608990789,1,1
что этот,5019,3745,75,0.5652173913043478,1,18.583836278306713,17.309943557569508,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5322472126136972,13.98988459360546,5.666071591618185,0.014943215780035863,-5.868555078494341,2.7591154275939134e-06,0,0,0,0,0.04,0,0,0,1.414213562373095,1,-146448.50843935978,-244080.84739893294,4,0.5879695791091997,124.91369394990255,13.283911159206735,0,1
в левый,27729,326,37,0.43478260869565216,1,13.383929932650934,9.795276241832577,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5689799991396471,11.987886730397546,4.03258806702781,0.0013343431064950053,-8.566516926728493,1.3795577137969567e-06,0,0,0,0,0.0136986301369863,0,0,0,1.0,1,-263805.2185806305,-439675.36430105084,4,0.8017906731068198,111.52868282932512,14.692471116168939,0,0
из это,4846,5940,56,0.6956521739130435,0,8.826039788253414,6.595967671760228,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495891773141568,12.110601617256776,2.176722563118982,0.009427609427609427,-6.589517396452956,1.3795577137969567e-06,0,0.07692307692307693,0,0,0.04,0,0,0,1.0,1,-278944.8278990238,-464908.0464983729,4,1.2395267622513402,126.51024623021326,21.393043530294623,1,0
очень важный,270,375,28,0.43478260869565216,0,10.128379408492599,5.860390752817463,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.647155295846969,17.261865139962175,5.2651055420374515,0.07466666666666667,-3.5258004282530124,1.3795577137969567e-06,0,0.2857142857142857,0,0,0.16666666666666666,0,0,0,1.0,1,-292699.1134889366,-487831.85581489437,4,1.3023548067424362,119.56717801939979,20.832469385150354,1,0
к любой,5170,824,30,0.4782608695652174,1,9.610054525781035,5.4856335378262395,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3518042594464417,12.165585450663478,4.404232296819423,0.005802707930367505,-6.642412772905056,1.3795577137969567e-06,0,0,0,0,0.043478260869565216,0,0,0,1.0,1,-220266.4728283884,-367110.788047314,3,1.2751693182781454,93.92512470375823,16.739211574649335,1,0
использоваться два,1305,2293,20,0.30434782608695654,0,10.332595920066721,5.614118913201974,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2764361200727605,10.920292309847484,3.5490557401346847,0.00872219799389446,-6.49105137636412,2.7591154275939134e-06,0,0,0,0,0.015151515151515152,0,0,0,1.0,1,0.0,0.0,4,0,94.17169485867623,47.34458944621521,1,0
между они,777,3343,71,0.5652173913043478,1,17.592698343463688,16.15224557987085,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.3084114477030075,16.60790568671237,8.000876494966917,0.02123840861501645,-4.858681502565899,1.3795577137969567e-06,0,0.2857142857142857,0,0,0.16666666666666666,0,0,0,1.0,1,-275679.4219676056,-459465.7032793427,4,1.4140722867001692,128.84776214213008,23.411894143947777,1,0
в мы,27729,2546,20,0.21739130434782608,1,13.255156633631483,8.536679626766736,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2838338212722205,6.360022368502504,-17.305838454458858,0.0007212665440513541,-9.563911244581691,1.3795577137969567e-06,0,0,0,0,0.1,0,0,0,1.0,1,0.0,0.0,4,0.8699985602287541,97.81490397288287,13.882342680455512,0,0
к выполнение,5170,1417,22,0.391304347826087,1,8.964677184721895,4.331931220122254,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1222217667404204,10.041085004015015,2.5357052656073593,0.00425531914893617,-7.225974216148844,1.3795577137969567e-06,0,0,0,0,0.1,0,0,0,1.0,1,0.0,0.0,3,5.167791447758799,92.95849783504788,29.431130133911932,1,0
из тот,4846,4147,21,0.43478260869565216,1,7.59628455636945,2.917663551232625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4007508423551091,8.383884003202411,-1.4673169989875823,0.004333470903838217,-7.742269330585605,1.3795577137969567e-06,0,0,0,0,0.024390243902439025,0,0,0,1.0,1,0.0,0.0,4,0.31033485227672025,116.18441270651503,7.750178707372493,0,0
на следующий,8849,2034,105,0.6086956521739131,1,22.637979035632256,22.160895162970956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.080205595773799,15.508696631106044,7.823744585211206,0.011865747542095151,-5.695543165579062,1.3795577137969567e-06,0,0.08333333333333333,0,0,0.043478260869565216,0,0,0,1.0,1,0.0,0.0,3,1.133998123332652,123.78252431882704,19.91898230543733,1,1
начинать с,194,10637,93,0.6086956521739131,1,20.05078143156,19.336214262732515,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0298050270302035,18.108122649246265,9.348448765558128,0.008743066654131803,-5.863720018076354,2.7591154275939134e-06,0,0.029850746268656716,0,0,0.015151515151515152,0,0,0,1.414213562373095,1,-230458.4974022087,-384097.4956703479,4,3.692328264520847,129.6874700659314,36.89967879957857,1,1
с самый,10637,841,28,0.43478260869565216,1,10.128379408492599,5.860390752817463,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18195198991176,10.796661834026969,2.959247727048211,0.002632321143179468,-7.679228737009664,1.3795577137969567e-06,0,0.18181818181818182,0,0,0.1,0,0,0,1.0,1,-252821.5804476785,-421369.3007461308,3,0.41021493088639693,112.35484351859958,9.320650024870398,0,0
после применение,1052,367,24,0.08695652173913043,0,25.456748168486683,20.930889782010066,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49377001480908,14.663695016251392,4.7902578299760785,0.022813688212927757,-4.885696373339395,2.7591154275939134e-06,0,0,0,0,0.004975124378109453,0,0,0,1.414213562373095,1,-621812.4506979302,-1036354.0844965503,1,0,96.2998759529593,49.42500347920548,1,1
ни один,350,4721,102,0.6521739130434783,0,18.934930850114988,18.40652144982516,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.483700218758612,18.828550902701604,9.873799599109866,0.02160559203558568,-4.63562921709514,1.3795577137969567e-06,0,0.0011911852293031567,0,0,0.0005959475566150178,0,0,0,1.0,1,-372948.9380459101,-621581.5634098501,4,0.39741931377525197,122.15316685424456,9.816783823028063,0,0
в случай,27729,1878,392,0.782608695652174,1,41.73048971840041,41.730482970295505,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4479832842032088,19.677402972433626,16.170493978303266,0.014136824263406542,-5.238940848834138,1.3795577137969567e-06,0,0.0033222591362126247,0,0,0.0016638935108153079,0,0,0,1.0,1,-194242.17707193462,-323736.9617865577,4,12.600161960338038,138.59327269469028,60.150491559300065,1,1
быть использовать,5572,1720,118,0.782608695652174,1,12.561729047885839,12.25775662522071,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1578334133945667,16.923119512118248,9.64564640564023,0.021177315147164394,-4.9494557966772925,2.7591154275939134e-06,0,0.18181818181818182,0,0,0.1,0,0,0,1.414213562373095,1,-470515.3092088889,-784192.1820148149,4,43.75005259750347,137.4716992617087,80.68611862109182,1,1
в пример,27729,1599,55,0.4782608695652174,1,17.61843329726523,15.326035180575557,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.15333972221389752,11.409379704835422,-0.8316599951157521,0.001983482996141224,-8.058631357015226,1.3795577137969567e-06,0,0,0,0,0.00411522633744856,0,0,0,1.0,1,-286860.9634903405,-478101.60581723414,3,26.6741558566136,135.7180804545785,71.15171825566316,1,1
в отличие,27729,200,117,0.6956521739130435,1,18.44011884331517,18.125287644006413,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.9347633175504546,17.675492756717265,10.10934163058999,0.004219409282700422,-6.899111578701398,1.3795577137969567e-06,0,0,0,0,0.0005959475566150178,0,0,0,1.0,1,-114190.25590474403,-190317.09317457338,4,6.09030628471409,136.3475124952208,46.903075531179205,1,1
быть заменить,5572,155,31,0.391304347826087,1,12.632045123926307,8.581785880353364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.701455118734823,14.609847739508574,5.353770246438883,0.005563531945441493,-6.529367577738219,2.7591154275939134e-06,0,0.18181818181818182,0,0,0.1,0,0,0,1.414213562373095,1,0.0,0.0,3,2.7796453999308692,105.91688223591842,26.804495813805463,1,1
на три,8849,544,30,0.5217391304347826,1,8.476397699099042,4.351976711144247,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1754917963233558,11.989272987540392,4.26475183503318,0.0033902135834557577,-7.290479698251308,1.3795577137969567e-06,0,0,0,0,0.00411522633744856,0,0,0,1.0,1,-99347.50167102514,-165579.16945170856,4,0.9337984546455294,122.29070897427735,17.558464065524735,0,0
из они,4846,3343,261,0.782608695652174,0,27.784841368628847,27.78350437564331,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.545762423724573,19.60157441686434,14.772121066071554,0.05385885266198927,-3.9715655759627992,1.3795577137969567e-06,0,0.047619047619047616,0,0,0.024390243902439025,0,0,0,1.0,1,-431627.2931165455,-719378.8218609091,4,0.8924826117370769,131.8081530715168,18.35249460470596,0,0
бы один,809,4721,93,0.5217391304347826,0,26.27683286720703,25.562265698379548,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.141648907297499,17.219966529513563,9.097288213058116,0.019699216267739884,-4.893904954014038,1.3795577137969567e-06,0,0.18181818181818182,0,0,0.1,0,0,0,1.0,1,-121908.48810627786,-203180.8135104631,3,2.9753950759823393,123.49729390657025,32.10417522869697,1,0
после тот,1052,4147,78,0.6521739130434783,1,14.47965300302911,13.319623551969253,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.695993653887423,16.26679809161192,8.150297761309192,0.018808777429467086,-5.0586162210190775,1.3795577137969567e-06,0,0,0,0,0.0024813895781637717,0,0,0,1.0,1,-420940.5100682679,-701567.5167804464,4,0.17831795307462348,108.08154278746271,4.598261963869282,0,1
быть работать,5572,727,47,0.5652173913043478,1,11.64587073440554,8.813192349631676,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0721605113802286,14.181338214735504,6.040506607492941,0.008435032304379038,-6.0663182442077,2.7591154275939134e-06,0,0.18181818181818182,0,0,0.1,0,0,0,1.414213562373095,1,0.0,0.0,4,0.7550344647699545,95.60316906832055,12.502272243136575,0,0
от один,2364,4721,47,0.6086956521739131,0,10.133190615949678,7.300512231175814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6100605201195504,12.719238223474825,4.609847670644359,0.009955517898750264,-6.235963286127744,1.3795577137969567e-06,0,0,0,0,0.0005959475566150178,0,0,0,1.0,1,-547598.6795293357,-912664.4658822262,4,0.8859971914705446,120.79470193465032,16.808412110128433,0,0
остановиться на,61,8849,22,0.2608695652173913,1,12.838684883946883,8.20593891934724,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.884758323039588,13.803621560314182,4.531651565580491,0.0024861566278675555,-7.661778097771987,1.3795577137969567e-06,0,0,0,0,0.015151515151515152,0,0,0,1.0,1,-205423.7185946695,-342372.86432444915,4,0.4423434238046198,110.3839454591805,9.706066581867606,0,1
работать только,727,1877,26,0.43478260869565216,0,9.404923736457414,5.002016336498298,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.787777985614062,13.188657421896247,4.729827852231813,0.013851891315929675,-5.646074015024543,1.3795577137969567e-06,0,0,0,0,0.015151515151515152,0,0,0,1.0,1,0.0,0.0,3,2.466445918248518,83.25263758225076,20.70293424490836,1,0
работать на,727,8849,35,0.43478260869565216,1,12.66047426061575,8.916258856241521,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9795355049905488,12.238101538880482,4.415930572877824,0.003955249180698384,-7.095924419998536,1.3795577137969567e-06,0,0,0,0,0.015151515151515152,0,0,0,1.0,1,0.0,0.0,4,0.6129761284354592,111.29105050422379,12.304219670417899,0,1
и один,19210,4721,51,0.5652173913043478,0,12.637008669248564,10.083436088083213,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2946585679619484,10.050192115981043,-10.37784743269222,0.002654867256637168,-7.874167721328485,1.3795577137969567e-06,0,0.0011911852293031567,0,0,0.0005959475566150178,0,0,0,1.0,1,0.0,0.0,4,0.5361550449138559,121.4915980149833,12.139625589700453,0,0
в самый,27729,841,67,0.6521739130434783,1,12.437650656448081,10.812814306171415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0583819879444032,13.190560368859948,4.254989650940992,0.0024162429225720364,-7.736124225365962,1.3795577137969567e-06,0,0.18181818181818182,0,0,0.1,0,0,0,1.0,1,-188008.22029377267,-313347.03382295446,4,0.28002810800663447,119.5409724384043,7.329406054319903,0,0
в порядок,27729,498,73,0.5652173913043478,1,18.0882673108852,16.73325863157047,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.9380774145537112,14.317726532313745,6.314326537874061,0.002632622885787443,-7.594963626215394,1.3795577137969567e-06,0,0,0,0,0.013513513513513514,0,0,0,1.0,1,0.0,0.0,4,0.2843521610010823,112.54621801361765,7.027931304871521,0,0
быть выполняться,5572,626,27,0.5217391304347826,1,7.628757929189137,3.2920374355873827,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4882518688530357,11.998026873179972,4.270083238736726,0.004845656855707107,-6.842699537422747,2.7591154275939134e-06,0,0,0,0,0.1,0,0,0,1.414213562373095,1,-236494.55079058773,-394157.58465097955,3,0,78.3920195712122,34.80952826377671,1,0
ещё один,591,4721,191,0.5652173913043478,0,47.32683638875442,47.30630875086699,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.632900496477662,20.78775815254916,13.54176247394314,0.04045753018428299,-3.797610603311176,1.3795577137969567e-06,0,0,0,0,0.0024813895781637717,0,0,0,1.0,1,-144865.2813210964,-241442.1355351607,4,0.5532542396923029,126.79736815455468,12.918932605262565,0,0
перейти к,72,5170,32,0.5652173913043478,1,7.929103478744197,3.9541952413325876,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.961489189578829,15.96148918957883,5.566074720670357,0.006189555125725338,-6.355901638328417,1.3795577137969567e-06,0,0.031746031746031744,0,0,0.016129032258064516,0,0,0,1.0,1,-239661.0050271144,-399435.00837852404,4,1.1220447450561912,120.33641510617663,19.275154398896607,1,1
